index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
40,E,E,0.19210743744965703,0.807892562550343,"B,E,A,C,D","-0.04045852,-3.8320215,-4.341095,-5.386318,-7.9971085"
41,E,E,0.09794617464546759,0.9020538253545324,"A,C,B,D,E","-0.19996203,-1.7810739,-4.5798163,-6.5687995,-6.871816"
42,E,E,0.1354577600961646,0.8645422399038354,"A,B,E,D,C","-0.007963259,-5.224041,-6.429142,-7.363249,-8.444008"
43,E,E,0.11912422636861848,0.8808757736313815,"D,C,B,E,A","-0.20678471,-1.9248118,-3.3058333,-5.660373,-7.402166"
44,E,E,0.13584996237040248,0.8641500376295975,"C,D,B,E,A","-0.41087142,-1.1326388,-4.87904,-5.0425167,-7.4584236"
45,D,D,0.0799575977719293,0.9200424022280707,"C,E,A,B,D","-0.0030723063,-6.6436896,-6.7276797,-7.8249907,-9.463369"
46,B,B,0.10086915247171638,0.8991308475282836,"A,D,C,B,E","-0.015708083,-4.3509073,-6.185319,-7.8094225,-9.051122"
47,C,C,0.38648290795447665,0.6135170920455233,"C,A,B,D,E","-0.42643252,-1.0623921,-7.407336,-7.7738485,-7.7903376"
48,C,C,0.13334368178782474,0.8666563182121753,"A,B,E,C,D","-0.9892967,-1.1435363,-1.2043884,-4.659154,-9.235478"
49,E,E,0.33556316000132475,0.6644368399986753,"E,B,D,C,A","-0.5757948,-0.85333884,-4.9284825,-5.5707994,-7.5658555"
50,C,C,0.0819472636258387,0.9180527363741613,"A,E,B,C,D","-0.02578357,-3.7025948,-7.460457,-9.063181,-10.126253"
51,E,E,0.10727547270912836,0.8927245272908716,"C,A,B,E,D","-0.04901073,-3.355289,-4.484895,-6.8264937,-7.676807"
52,B,B,0.10622988947581433,0.8937701105241856,"A,D,C,E,B","-0.109197244,-2.5142589,-3.9945369,-6.0537295,-6.4177375"
53,E,E,0.2192296755270733,0.7807703244729267,"B,E,A,D,C","-0.034672525,-3.516936,-6.225255,-6.247651,-8.17592"
54,D,D,0.08005474979388981,0.9199452502061102,"A,B,C,D,E","-0.0002668192,-9.138912,-9.623623,-10.531025,-11.937168"
55,C,C,0.4605406535735457,0.5394593464264543,"C,B,E,A,D","-0.021220198,-4.087697,-5.9508944,-6.682023,-9.2280855"
56,A,A,0.1175106156949728,0.8824893843050272,"B,D,E,A,C","-0.195992,-1.7919183,-4.8990273,-5.9335427,-6.8041997"
57,C,C,0.3437202452722596,0.6562797547277404,"C,B,A,D,E","-0.33516172,-1.4272275,-3.1567693,-6.5417485,-7.310822"
58,B,B,0.3032324004195723,0.6967675995804277,"C,B,A,E,D","-0.29766348,-1.3773677,-5.6364584,-6.971963,-7.3392286"
59,D,D,0.11349773124377618,0.8865022687562238,"C,B,D,A,E","-0.39296612,-1.1327962,-6.4433985,-7.386464,-7.9735155"
60,E,E,0.11026358737365019,0.8897364126263498,"D,A,C,B,E","-0.08438062,-2.5665412,-6.5688014,-6.5736594,-6.685226"
61,B,B,0.1287387343399671,0.8712612656600329,"D,C,B,E,A","-0.008263258,-5.095917,-6.687222,-7.6998315,-7.972918"
62,B,B,0.14008868843263086,0.8599113115673691,"C,E,B,A,D","-0.16487259,-1.9362655,-5.270263,-6.1887126,-7.9770103"
63,A,A,0.08268688829384378,0.9173131117061563,"D,C,B,E,A","-0.17038108,-1.8808017,-6.0676837,-6.5311713,-8.042213"
64,D,D,0.07769940513123821,0.9223005948687618,"E,B,A,C,D","-0.116125934,-2.2434223,-5.8682184,-7.9367495,-8.5913515"
65,E,E,0.2919936698441674,0.7080063301558326,"A,E,B,C,D","-0.21093675,-1.6842663,-5.9791517,-6.349622,-8.322223"
66,D,D,0.07570475180230588,0.9242952481976942,"C,E,B,A,D","-0.0043732747,-5.8905063,-7.128679,-7.338289,-9.634113"
67,C,C,0.14733095984783262,0.8526690401521674,"A,C,D,B,E","-0.0026133556,-6.4810567,-7.9125485,-8.031685,-8.638548"
68,E,E,0.4533471613143964,0.5466528386856035,"E,C,B,D,A","-0.030338017,-3.9646547,-4.5591807,-8.370586,-9.26568"
69,D,D,0.0696217635998496,0.9303782364001504,"A,C,B,E,D","-0.11935849,-2.2035642,-6.4449887,-8.011192,-9.260078"
70,A,A,0.4696564020202219,0.5303435979797781,"A,C,B,E,D","-0.046255432,-3.141722,-6.3691735,-9.059444,-9.751146"
71,C,C,0.08743240308334195,0.912567596916658,"A,D,E,C,B","-0.0291552,-4.201654,-4.3172584,-8.252759,-9.29143"
72,C,C,0.1461508690877332,0.8538491309122668,"A,D,B,C,E","-0.051918324,-3.4059603,-4.6351285,-5.0129457,-6.8862424"
73,E,E,0.23068461625297004,0.7693153837470299,"A,E,B,C,D","-0.1762355,-2.3022845,-2.9280703,-4.8760285,-7.9218965"
74,B,B,0.20252038451776724,0.7974796154822328,"E,D,B,A,C","-0.45426995,-1.1534829,-3.0321183,-7.0070004,-8.202695"
75,E,E,0.1648078629683599,0.8351921370316401,"C,A,B,D,E","-0.7178236,-1.3685519,-2.3018575,-2.3264241,-2.8153577"
76,E,E,0.16006662828344131,0.8399333717165587,"B,C,A,E,D","-0.96351194,-1.1541457,-1.4365077,-3.094091,-3.9125285"
77,B,B,0.197757876273319,0.802242123726681,"A,B,C,E,D","-0.046542663,-3.767242,-3.8682837,-6.834005,-7.9809165"
78,B,B,0.15879533138632904,0.8412046686136709,"A,C,B,E,D","-0.13709752,-2.1472733,-4.637273,-6.839473,-7.6397047"
79,C,C,0.09256143619828933,0.9074385638017106,"A,B,D,C,E","-0.0020158365,-6.6371155,-8.169378,-8.991894,-9.0629425"
80,B,B,0.18534324617030115,0.8146567538296988,"C,E,A,B,D","-0.21160023,-2.6189451,-2.6755095,-3.0430193,-6.8298407"
81,C,C,0.2182836756606725,0.7817163243393275,"B,C,A,E,D","-0.06119114,-3.1060958,-4.453689,-6.366319,-7.011495"
82,A,A,0.4868463580159924,0.5131536419840076,"A,E,B,C,D","-0.03445569,-3.5200572,-5.4776797,-10.082273,-12.342412"
83,A,A,0.24317168944586207,0.7568283105541379,"C,A,D,B,E","-0.60315454,-1.3311132,-1.8178152,-3.8231769,-5.4263015"
84,C,C,0.17200883982580026,0.8279911601741997,"A,D,E,B,C","-0.5696524,-1.8437345,-2.1461236,-2.4504316,-2.6250627"
85,C,C,0.46766408833943096,0.532335911660569,"C,B,E,A,D","-0.009397973,-5.233395,-6.1961884,-6.830418,-7.128533"
86,C,C,0.1648167867930085,0.8351832132069915,"E,C,B,D,A","-0.011163366,-5.2424407,-5.353414,-7.2998557,-7.9690433"
87,D,D,0.42451239764788473,0.5754876023521153,"D,C,E,A,B","-0.057758227,-3.1252403,-4.46525,-8.0926285,-8.116608"
88,E,E,0.0706046612858773,0.9293953387141227,"B,A,C,D,E","-0.005305266,-5.399831,-7.448127,-9.046441,-10.15302"
89,C,C,0.33903706909923714,0.6609629309007629,"C,E,D,B,A","-0.56924075,-0.8582098,-4.9274426,-6.1771965,-7.2727966"
90,D,D,0.10089462974063114,0.8991053702593689,"E,C,B,A,D","-0.181159,-1.8731546,-5.1631155,-5.317088,-6.6575136"
91,D,D,0.39038631457953654,0.6096136854204635,"D,B,A,C,E","-0.14661482,-2.2250583,-3.5958526,-7.3463297,-9.214011"
92,C,C,0.15006386959144905,0.849936130408551,"A,C,B,E,D","-0.0012542768,-7.027562,-8.231729,-11.408496,-11.801469"
93,A,A,0.6223739558108938,0.37762604418910617,"A,B,C,D,E","-0.0009957717,-7.4410725,-8.1763,-10.384205,-14.015024"
94,D,D,0.11303476747302216,0.8869652325269779,"E,B,D,C,A","-0.12254539,-2.200474,-6.4562416,-6.466934,-6.674099"
95,C,C,0.09182557999423945,0.9081744200057605,"A,B,C,D,E","-0.00033546583,-8.903639,-9.827353,-10.651901,-11.599739"
96,C,C,0.1571032426976709,0.8428967573023292,"B,A,C,E,D","-0.032511786,-3.6869726,-5.155225,-7.2261324,-7.90285"
97,A,A,0.21369074944072342,0.7863092505592766,"B,A,C,E,D","-0.11616796,-2.9147959,-2.939992,-6.4390974,-7.016103"
98,C,C,0.3937939597106458,0.6062060402893542,"C,B,A,D,E","-0.31614566,-1.3130786,-7.0513544,-7.2413836,-8.123059"
99,B,B,0.14946048516055868,0.8505395148394413,"D,E,B,A,C","-0.012447843,-4.902777,-5.6912637,-6.6936536,-8.346137"
100,A,A,0.20627393439694722,0.7937260656030528,"C,A,D,B,E","-0.19838813,-2.4169931,-2.7768984,-3.875619,-4.8728895"
