index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
59,D,D,0.17174774853260003,0.8282522514674,"C,B,D,E,A","-0.57227355,-1.431082,-1.761822,-4.10554,-4.77924"
60,E,E,0.04767219885227886,0.9523278011477212,"C,A,E,D,B","-0.21639442,-1.9521389,-3.0435486,-5.758337,-6.4076824"
61,E,E,0.9236528805860966,0.07634711941390337,"E,C,D,B,A","-0.079453245,-2.9617488,-3.7144344,-8.381486,-10.934302"
62,E,E,0.9095858075942039,0.09041419240579607,"E,C,A,B,D","-0.0948627,-2.8464324,-3.4762294,-6.566329,-10.652406"
63,D,D,0.015831096104783123,0.9841689038952168,"E,B,D,C,A","-0.039683517,-3.8877404,-4.1458406,-6.025235,-9.14922"
64,B,B,0.009349527724819052,0.990650472275181,"A,B,D,E,C","-0.0140459705,-4.67244,-5.7090325,-6.7352815,-9.388451"
65,B,B,0.03483949247722583,0.9651605075227742,"D,E,C,B,A","-0.3450591,-1.5705173,-3.0204818,-3.357045,-8.391253"
66,D,D,0.009844615761978485,0.9901553842380215,"B,A,D,E,C","-0.41800323,-1.1149293,-4.6209183,-5.9201965,-6.8258896"
67,E,E,0.9201884517472346,0.07981154825276537,"E,B,C,A,D","-0.08322285,-3.2192492,-3.2995238,-5.8944926,-8.694554"
68,E,E,0.9386259991318759,0.06137400086812406,"E,C,D,B,A","-0.06336828,-2.9152322,-4.9634614,-8.622629,-11.328499"
69,B,B,0.02080167016431434,0.9791983298356857,"E,A,B,D,C","-0.11243918,-2.4604616,-3.872777,-9.291509,-12.196103"
70,D,D,0.01948350575132388,0.9805164942486762,"B,C,E,D,A","-0.06502176,-3.7750494,-3.9063075,-3.9382384,-7.906182"
71,E,E,0.019281906746060416,0.9807180932539395,"C,A,E,B,D","-0.104818195,-2.548433,-3.9486082,-6.6365223,-7.272375"
72,C,C,0.004889713607145251,0.9951102863928547,"D,B,E,C,A","-0.45317984,-1.051475,-4.655996,-5.320667,-7.5335727"
73,E,E,0.9235694281727412,0.07643057182725876,"E,C,D,B,A","-0.079543635,-2.963243,-3.7078834,-8.379732,-10.928003"
74,C,C,0.0009708920542596382,0.9990291079457404,"A,B,D,C,E","-0.020253856,-4.147878,-6.0038047,-6.9373317,-7.1618857"
75,C,C,0.013867477381265172,0.9861325226187349,"B,A,C,E,D","-0.12040838,-2.316682,-4.2782416,-7.4426665,-7.940347"
76,C,C,0.72316667357344,0.27683332642656,"C,E,A,B,D","-0.32418224,-1.662338,-2.5073698,-5.2356257,-8.065651"
77,C,C,0.13779882969075305,0.8622011703092469,"B,A,C,E,D","-0.6454367,-1.1573405,-1.9820933,-4.3010726,-4.627609"
78,C,C,0.003446021409251111,0.9965539785907489,"D,E,B,C,A","-0.11036689,-2.5217056,-3.9022388,-5.670599,-7.6724625"
79,E,E,0.987704067740485,0.012295932259514974,"E,C,B,D,A","-0.01240498,-4.576837,-6.36474,-8.231695,-10.777155"
80,C,C,0.0006020689672824501,0.9993979310327176,"A,D,B,E,C","-0.07958657,-3.1157346,-3.9046445,-4.4754853,-7.4151597"
81,E,E,0.0025696601468370105,0.997430339853163,"B,C,A,E,D","-0.5767037,-0.8389718,-5.765096,-5.964029,-7.9680476"
82,E,E,0.7261547809745861,0.2738452190254139,"E,D,C,A,B","-0.32005712,-1.5164378,-2.9591887,-6.150364,-7.9825745"
83,C,C,0.0019411017959748433,0.9980588982040252,"D,A,E,B,C","-0.19213954,-2.282405,-2.6836348,-6.023822,-6.2445936"
84,E,E,0.9590301669840137,0.040969833015986334,"E,C,D,B,A","-0.041872296,-3.5255167,-4.4984555,-7.8441663,-11.218819"
85,C,C,0.6384201516219903,0.3615798483780097,"C,B,E,D,A","-0.44881296,-1.0258737,-6.3424745,-7.2143025,-7.4504666"
86,E,E,0.8826530520440611,0.11734694795593892,"E,C,D,B,A","-0.124866724,-2.31411,-4.004898,-8.328573,-10.817965"
87,E,E,0.0005062021918151344,0.9994937978081848,"A,B,D,E,C","-0.015300546,-4.3035755,-6.8455944,-7.588606,-9.688105"
88,E,E,0.03286377449030193,0.967136225509698,"A,C,E,D,B","-0.09158062,-2.9365609,-3.415437,-7.080617,-7.252486"
89,B,B,0.0009413677067257949,0.9990586322932742,"E,C,B,D,A","-0.01934563,-4.0645404,-6.968248,-6.9817424,-9.953176"
90,E,E,0.09009572941133231,0.9099042705886677,"A,D,E,B,C","-0.35730278,-1.6867496,-2.406928,-3.6871367,-8.885638"
91,C,C,0.1597494973406026,0.8402505026593974,"B,C,E,D,A","-0.22418015,-1.8342131,-3.8945389,-4.190611,-5.196638"
92,E,E,0.0031359673717146733,0.9968640326282854,"D,C,A,E,B","-0.1671264,-2.388789,-2.8431346,-5.7648606,-7.2021737"
93,E,E,0.5210200652296664,0.4789799347703336,"E,A,C,B,D","-0.652016,-0.80280334,-3.5412219,-6.610657,-7.485108"
94,A,A,0.0001752411143635487,0.9998247588856365,"E,C,B,A,D","-0.006671086,-5.106412,-8.454415,-8.649388,-8.723916"
95,C,C,0.007104600087451795,0.9928953999125482,"E,B,D,C,A","-0.25911906,-1.5972824,-3.9930668,-4.947071,-8.433401"
96,E,E,0.8046347133877991,0.19536528661220087,"E,C,A,D,B","-0.21742545,-2.2093687,-2.4943857,-5.9823256,-7.5736322"
97,D,D,0.02165500860450549,0.9783449913954945,"A,D,E,B,C","-0.033624142,-3.8325553,-4.953819,-5.5029826,-8.321956"
98,B,B,0.08802652764660977,0.9119734723533902,"D,E,B,C,A","-0.23227149,-2.1781943,-2.4301646,-5.1697583,-8.226522"
99,B,B,0.004266712000550635,0.9957332879994494,"A,D,E,B,C","-0.36609992,-1.2319504,-4.669336,-5.4569907,-6.79474"
100,E,E,0.6992916195727071,0.30070838042729287,"E,A,C,B,D","-0.3577361,-1.2207999,-5.4013286,-6.923454,-8.494307"
