global_index,domain,scene,model,qhat_target,qhat,temperature,prompt_version,seed_mode,max_steps,auto_answer
49,tomato,01,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
50,tomato,01,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
51,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
52,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
53,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
54,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
55,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
56,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
57,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
58,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
59,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
60,tomato,01,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
61,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
62,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
63,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
64,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
65,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
66,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
67,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
68,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
69,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
70,tomato,01,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
71,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
72,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
73,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
74,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
75,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
76,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
77,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
78,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
79,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
80,tomato,01,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
81,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
82,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
83,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
84,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
85,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
86,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
87,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
88,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
89,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
90,tomato,02,gpt-4o,95,0.8404,5.0,v2,random,50,true
91,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
92,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
93,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
94,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
95,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
96,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
97,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
98,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
99,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
100,tomato,02,gpt-4o,85,0.7779,5.0,v2,random,50,true
101,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
102,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
103,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
104,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
105,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
106,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
107,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
108,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
109,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
110,tomato,02,gpt-4o,75,0.7322,5.0,v2,random,50,true
111,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
112,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
113,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
114,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
115,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
116,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
117,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
118,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
119,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
120,tomato,02,gpt-4o,raw98,0.98,5.0,v2,random,50,true
121,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
122,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
123,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
124,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
125,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
126,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
127,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
128,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
129,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
130,tomato,02,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
131,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
132,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
133,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
134,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
135,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
136,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
137,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
138,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
139,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
140,tomato,02,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
141,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
142,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
143,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
144,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
145,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
146,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
147,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
148,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
149,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
150,tomato,02,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
151,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
152,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
153,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
154,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
155,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
156,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
157,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
158,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
159,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
160,tomato,02,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
161,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
162,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
163,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
164,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
165,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
166,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
167,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
168,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
169,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
170,tomato,03,gpt-4o,95,0.8404,5.0,v2,random,50,true
171,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
172,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
173,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
174,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
175,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
176,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
177,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
178,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
179,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
180,tomato,03,gpt-4o,85,0.7779,5.0,v2,random,50,true
181,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
182,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
183,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
184,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
185,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
186,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
187,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
188,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
189,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
190,tomato,03,gpt-4o,75,0.7322,5.0,v2,random,50,true
191,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
192,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
193,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
194,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
195,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
196,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
197,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
198,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
199,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
200,tomato,03,gpt-4o,raw98,0.98,5.0,v2,random,50,true
201,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
202,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
203,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
204,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
205,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
206,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
207,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
208,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
209,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
210,tomato,03,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
211,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
212,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
213,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
214,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
215,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
216,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
217,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
218,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
219,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
220,tomato,03,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
221,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
222,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
223,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
224,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
225,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
226,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
227,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
228,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
229,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
230,tomato,03,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
231,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
232,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
233,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
234,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
235,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
236,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
237,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
238,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
239,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
240,tomato,03,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
241,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
242,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
243,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
244,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
245,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
246,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
247,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
248,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
249,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
250,tomato,04,gpt-4o,95,0.8404,5.0,v2,random,50,true
251,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
252,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
253,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
254,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
255,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
256,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
257,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
258,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
259,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
260,tomato,04,gpt-4o,85,0.7779,5.0,v2,random,50,true
261,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
262,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
263,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
264,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
265,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
266,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
267,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
268,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
269,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
270,tomato,04,gpt-4o,75,0.7322,5.0,v2,random,50,true
271,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
272,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
273,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
274,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
275,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
276,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
277,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
278,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
279,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
280,tomato,04,gpt-4o,raw98,0.98,5.0,v2,random,50,true
281,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
282,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
283,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
284,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
285,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
286,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
287,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
288,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
289,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
290,tomato,04,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
291,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
292,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
293,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
294,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
295,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
296,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
297,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
298,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
299,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
300,tomato,04,gpt-3.5-turbo,85,0.9082,5.0,v2,random,50,true
301,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
302,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
303,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
304,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
305,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
306,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
307,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
308,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
309,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
310,tomato,04,gpt-3.5-turbo,75,0.8938,5.0,v2,random,50,true
311,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
312,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
313,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
314,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
315,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
316,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
317,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
318,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
319,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
320,tomato,04,gpt-3.5-turbo,raw98,0.98,5.0,v2,random,50,true
321,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
322,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
323,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
324,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
325,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
326,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
327,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
328,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
329,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
330,tomato,05,gpt-4o,95,0.8404,5.0,v2,random,50,true
331,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
332,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
333,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
334,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
335,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
336,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
337,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
338,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
339,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
340,tomato,05,gpt-4o,85,0.7779,5.0,v2,random,50,true
341,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
342,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
343,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
344,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
345,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
346,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
347,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
348,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
349,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
350,tomato,05,gpt-4o,75,0.7322,5.0,v2,random,50,true
351,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
352,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
353,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
354,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
355,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
356,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
357,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
358,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
359,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
360,tomato,05,gpt-4o,raw98,0.98,5.0,v2,random,50,true
361,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
362,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
363,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
364,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
365,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
366,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
367,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
368,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
369,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
370,tomato,05,gpt-3.5-turbo,95,0.9243,5.0,v2,random,50,true
