index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
24,E,E,0.5214144480952301,0.4785855519047699,"E,B,C,D,A","-0.12042824,-2.4054625,-3.819815,-6.9766865,-8.6692505"
25,D,D,0.03326693137715183,0.9667330686228481,"A,E,C,D,B","-0.014095216,-4.2985706,-8.474443,-9.246492,-9.7000675"
26,E,E,0.5060693253333457,0.4939306746666543,"E,C,A,B,D","-0.3803288,-1.1542431,-7.6905627,-7.756786,-10.858728"
27,A,A,0.6817885667584539,0.3182114332415461,"A,D,C,B,E","-0.010875083,-5.115335,-5.4543147,-8.006742,-8.891023"
28,D,D,0.04155821245487809,0.9584417875451219,"B,A,E,C,D","-0.012128858,-5.0913143,-5.3335133,-7.158207,-8.320353"
29,A,A,0.7983492056934822,0.20165079430651778,"A,E,B,C,D","-0.0016826785,-6.769379,-8.09849,-8.998859,-10.452713"
30,C,C,0.0473093876247686,0.9526906123752314,"A,B,E,C,D","-0.019207425,-4.24379,-5.5383954,-7.8775887,-8.293581"
31,B,B,0.32533372719326914,0.6746662728067309,"C,B,E,A,D","-0.24339402,-1.5518562,-6.2661104,-6.3247347,-8.02629"
32,E,E,0.1367409496236378,0.8632590503763622,"B,A,C,D,E","-0.7621061,-1.5277388,-1.6809676,-2.5656054,-2.9356234"
33,E,E,0.5751272492694919,0.4248727507305081,"E,D,B,C,A","-0.04629947,-3.7156472,-4.02126,-5.8805013,-10.0523405"
34,C,C,0.07292230099954751,0.9270776990004524,"D,E,B,C,A","-0.044644892,-3.4795337,-4.626823,-6.197067,-6.953048"
35,C,C,0.5156080842374605,0.4843919157625395,"C,B,A,E,D","-0.22140715,-1.6313593,-6.7960186,-7.0452595,-7.133238"
36,E,E,0.25216769908004133,0.7478323009199587,"C,E,B,D,A","-0.3056869,-1.7639332,-2.471819,-5.266611,-6.0610065"
37,C,C,0.22066678109734245,0.7793332189026576,"D,C,A,E,B","-0.27737615,-1.9301777,-3.07971,-3.4819927,-3.8976707"
38,A,A,0.7983492056934822,0.20165079430651778,"A,E,B,C,D","-0.0016826785,-6.769379,-8.09849,-8.998859,-10.452713"
39,D,D,0.031118794939529345,0.9688812050604707,"B,C,E,A,D","-0.04927675,-3.1238008,-6.220799,-6.2931275,-8.932886"
40,E,E,0.1204787740193102,0.8795212259806898,"B,A,E,C,D","-0.031334423,-4.110373,-4.756594,-5.226727,-7.7091794"
41,E,E,0.061359724757938806,0.9386402752420612,"A,C,B,D,E","-0.3945684,-1.168292,-4.5400076,-6.0357943,-6.2447023"
42,E,E,0.09870734383410668,0.9012926561658934,"A,D,B,E,C","-0.023814872,-4.492439,-4.9174457,-5.433103,-7.4724364"
43,E,E,0.06764204568033506,0.932357954319665,"D,C,B,E,A","-0.1700212,-2.111828,-3.433016,-6.0415554,-7.510721"
44,E,E,0.11688876421203671,0.8831112357879632,"C,D,E,B,A","-0.58825815,-0.8781713,-4.1457534,-4.407209,-6.9451632"
45,D,D,0.0333096062111104,0.9666903937888895,"C,A,E,B,D","-0.0035340176,-6.6045566,-6.864885,-6.9179893,-9.292742"
46,B,B,0.04740848064010912,0.9525915193598908,"A,D,C,B,E","-0.019103443,-4.01354,-7.961429,-8.079341,-10.209764"
47,C,C,0.5049672828395451,0.49503271716045494,"C,A,B,D,E","-0.39636534,-1.1196492,-7.568368,-8.813205,-9.869649"
48,C,C,0.06160808542080786,0.9383919145791921,"E,B,A,C,D","-0.973513,-1.1270851,-1.2190231,-5.925545,-9.858452"
49,E,E,0.4111030370963298,0.5888969629036702,"E,B,D,C,A","-0.5757948,-0.85333884,-4.9284825,-5.5707994,-7.5658555"
50,C,C,0.033831432136649686,0.9661685678633503,"A,E,B,C,D","-0.040704623,-3.2422485,-7.4698715,-8.946993,-9.778921"
51,E,E,0.061640691788598365,0.9383593082114017,"C,A,B,E,D","-0.030949064,-3.8032842,-5.02615,-6.8797193,-7.6468377"
52,B,B,0.0576271496854662,0.9423728503145338,"A,D,C,B,E","-0.062421367,-2.9503474,-5.0877833,-6.9093776,-6.9820647"
53,E,E,0.18374255466345862,0.8162574453365414,"B,E,D,A,C","-0.029161565,-3.7019043,-6.0558586,-6.5641594,-8.540005"
54,D,D,0.03927532068705598,0.960724679312944,"A,C,D,B,E","-0.00048250816,-8.539082,-9.22196,-9.28459,-10.745201"
55,C,C,0.6237805729288349,0.37621942707116507,"C,B,E,A,D","-0.028713506,-3.7555506,-5.98078,-6.268252,-8.901831"
56,A,A,0.09263891909225033,0.9073610809077497,"B,D,E,A,C","-0.21015128,-1.7713295,-4.4831653,-5.0420375,-6.530376"
57,C,C,0.43290705106852834,0.5670929489314717,"C,B,A,D,E","-0.33521277,-1.4277172,-3.1533241,-6.53813,-7.30871"
58,B,B,0.27327566644039664,0.7267243335596034,"C,B,A,D,E","-0.1307465,-2.141258,-5.836633,-6.835197,-6.9130073"
59,D,D,0.06351810320825657,0.9364818967917434,"B,C,D,A,E","-0.5803643,-0.8290425,-6.3623962,-6.4440784,-8.024956"
60,E,E,0.06572838200533543,0.9342716179946646,"D,A,B,C,E","-0.06176655,-2.892686,-6.4836187,-6.5254164,-6.572116"
61,B,B,0.0736196706768017,0.9263803293231982,"D,C,B,E,A","-0.012884187,-4.5810204,-6.638138,-7.1998653,-7.850315"
62,B,B,0.09692257208118153,0.9030774279188185,"C,E,B,A,D","-0.45759454,-1.0268351,-4.998488,-6.4622045,-7.729302"
63,A,A,0.04194134711363645,0.9580586528863635,"D,C,B,E,A","-0.111616515,-2.2872148,-5.987963,-6.830006,-7.8500886"
64,D,D,0.03217348470560016,0.9678265152943999,"E,B,A,C,D","-0.080120035,-2.6111736,-5.8105087,-8.443077,-8.80822"
65,E,E,0.31299595622254067,0.6870040437774594,"A,E,B,C,D","-0.21062452,-1.685642,-5.983164,-6.34243,-8.323793"
66,D,D,0.028439038609401685,0.9715609613905983,"C,E,A,B,D","-0.0014027405,-7.478526,-7.886569,-8.059365,-9.990754"
67,C,C,0.05694472607486625,0.9430552739251338,"A,C,D,B,E","-0.00082225696,-8.030243,-8.55843,-9.314367,-9.8967"
68,E,E,0.5900233401396229,0.4099766598603771,"E,C,B,D,A","-0.045085065,-3.5126123,-4.3174086,-7.2519674,-9.103761"
69,D,D,0.028813967718323084,0.9711860322816769,"A,C,B,E,D","-0.13884765,-2.062916,-6.254517,-7.758641,-9.037647"
70,A,A,0.6382387311319769,0.36176126886802307,"A,C,B,E,D","-0.046255432,-3.141722,-6.3691735,-9.059444,-9.751146"
71,C,C,0.040347347927397595,0.9596526520726024,"A,D,E,C,B","-0.0291552,-4.201654,-4.3172584,-8.252759,-9.29143"
72,C,C,0.08259086656823574,0.9174091334317642,"A,D,B,C,E","-0.07884781,-2.685089,-5.6732006,-5.7533474,-6.9518394"
73,E,E,0.2891563044116721,0.7108436955883279,"A,E,B,C,D","-0.4046863,-1.3944515,-2.523865,-5.5062814,-7.579327"
74,B,B,0.17736563139009512,0.8226343686099049,"E,D,B,A,C","-0.4859069,-1.0959857,-3.0081713,-7.1264367,-8.237085"
75,E,E,0.12649520981293416,0.8735047901870658,"C,A,D,B,E","-1.0048641,-1.1635345,-1.7067951,-2.3335881,-3.1463628"
76,E,E,0.15290309477296252,0.8470969052270375,"B,C,A,E,D","-0.90213615,-1.1861155,-1.6745684,-2.640999,-3.5019114"
77,B,B,0.13868927097980246,0.8613107290201976,"A,C,B,E,D","-0.031480104,-4.2683253,-4.315759,-6.2880683,-6.3623195"
78,B,B,0.11597155211069297,0.884028447889307,"A,C,B,E,D","-0.13709752,-2.1472733,-4.637273,-6.839473,-7.6397047"
79,C,C,0.039212356873948924,0.960787643126051,"A,B,D,C,E","-0.0020158365,-6.6371155,-8.169378,-8.991894,-9.0629425"
80,B,B,0.16070687505256093,0.8392931249474391,"C,E,B,A,D","-0.44491863,-1.2992659,-2.97709,-3.375245,-6.88725"
81,C,C,0.2232742554688202,0.7767257445311798,"B,C,A,D,E","-0.07054762,-2.8107305,-5.222836,-6.585385,-6.917887"
82,A,A,0.6827111767798701,0.31728882322012986,"A,E,B,C,D","-0.023649903,-3.9088066,-5.732653,-10.752212,-12.8811655"
83,A,A,0.2622383456383867,0.7377616543616132,"C,A,D,B,E","-0.603593,-1.3291827,-1.8192664,-3.824666,-5.426688"
84,C,C,0.13041088895377423,0.8695891110462257,"A,E,D,B,C","-0.40890926,-1.9933305,-2.2521844,-2.8828301,-3.2702985"
85,C,C,0.6521000876969572,0.34789991230304285,"C,B,E,D,A","-0.010520901,-5.314705,-5.921028,-6.382908,-6.8042774"
86,C,C,0.1520713386519621,0.8479286613480379,"E,C,B,D,A","-0.021631973,-4.2641726,-5.1368437,-6.9826975,-7.767255"
87,D,D,0.5791633057129216,0.42083669428707837,"D,C,E,A,B","-0.057758227,-3.1252403,-4.46525,-8.0926285,-8.116608"
88,E,E,0.027880157417352995,0.972119842582647,"B,A,C,D,E","-0.003931049,-5.7602406,-7.3755665,-9.737101,-9.938141"
89,C,C,0.417865370230486,0.582134629769514,"C,E,D,B,A","-0.5473376,-0.88947016,-4.8666716,-6.214347,-7.0965776"
90,D,D,0.05500607897411557,0.9449939210258844,"E,C,B,A,D","-0.06980648,-2.834579,-5.3045974,-5.948585,-6.9854693"
91,D,D,0.5132561225607291,0.48674387743927094,"D,B,A,C,E","-0.14649415,-2.1521666,-3.9783328,-6.8255672,-9.183163"
92,C,C,0.09577006625308772,0.9042299337469123,"A,C,B,E,D","-0.001862834,-6.44371,-8.55635,-10.973874,-11.8542185"
93,A,A,0.845976345286838,0.15402365471316204,"A,B,C,D,E","-0.0009016925,-7.470079,-8.3946295,-10.597339,-14.147864"
94,D,D,0.05709263031285848,0.9429073696871415,"E,B,A,C,D","-0.15939212,-1.9416931,-6.6294813,-6.6725855,-6.839362"
95,C,C,0.03561261635314371,0.9643873836468563,"A,B,D,C,E","-0.00056709145,-8.255509,-9.169042,-9.510884,-10.898768"
96,C,C,0.1098448961337053,0.8901551038662947,"B,A,C,E,D","-0.038727637,-3.5135314,-5.0775766,-6.699832,-7.319497"
97,A,A,0.19993245607874033,0.8000675439212597,"B,A,C,E,D","-0.07714634,-2.9433095,-4.2578907,-5.056061,-6.957754"
98,C,C,0.5044491501260916,0.4955508498739084,"C,B,A,D,E","-0.30193877,-1.3525102,-7.031584,-7.324877,-8.054541"
99,B,B,0.09828419790144258,0.9017158020985574,"D,E,B,A,C","-0.025807261,-4.009488,-5.5156107,-5.804347,-8.412316"
100,A,A,0.19169509752050204,0.8083049024794979,"C,D,A,B,E","-0.2392017,-2.3194726,-2.460313,-3.8340333,-4.9284906"
