index,true_options,selected_true_option,p_true,nonconformity_score,top_tokens,top_logprobs
61,B,B,0.1372437794365963,0.8627562205634037,"C,D,B,E,A","-0.004057383164763451,-5.83218240737915,-6.89468240737915,-9.597806930541992,-10.363431930541992"
62,B,B,0.5023775797269416,0.49762242027305836,"B,C,A,E,D","-0.03094906359910965,-3.562199115753174,-6.187199115753174,-10.155948638916016,-13.109073638916016"
63,A,A,0.07059166397660645,0.9294083360233936,"D,C,E,A,B","-0.0030961965676397085,-5.878096103668213,-8.315596580505371,-10.518721580505371,-11.096846580505371"
64,D,D,0.5572075525453516,0.4427924474546484,"D,E,C,B,A","-0.016850633546710014,-4.110600471496582,-8.235600471496582,-12.032475471496582,-13.313725471496582"
65,E,E,0.5789342883553265,0.42106571164467355,"E,A,C,D,B","-0.0012280851369723678,-7.360602855682373,-7.985602855682373,-8.360603332519531,-11.157478332519531"
66,D,D,0.2694296885861122,0.7305703114138877,"C,D,E,A,B","-0.046960968524217606,-3.0938360691070557,-8.203210830688477,-8.625085830688477,-11.625085830688477"
67,C,C,0.280254482307974,0.719745517692026,"D,C,E,A,B","-0.13599132001399994,-2.120366334915161,-5.057866096496582,-7.151616096496582,-11.292241096496582"
68,E,E,0.894364834162498,0.10563516583750199,"E,D,C,A,B","-4.320199877838604e-07,-15.703125,-16.71875,-19.53125,-19.703125"
69,D,D,0.225987356470184,0.774012643529816,"A,E,D,C,B","-0.33935198187828064,-1.620602011680603,-2.4331018924713135,-6.198727130889893,-9.214351654052734"
70,A,A,0.4697901240702943,0.5302098759297057,"A,C,B,E,D","-0.3484819531440735,-1.2234818935394287,-10.364107131958008,-12.879732131958008,-13.457857131958008"
71,C,C,0.5423032401281332,0.45769675987186675,"C,A,E,B,D","-0.032708391547203064,-3.4389584064483643,-9.985833168029785,-10.392083168029785,-12.954583168029785"
72,C,C,0.16409626076564465,0.8359037392343553,"D,E,C,A,B","-0.020671749487519264,-4.598796844482422,-4.926921844482422,-5.880046844482422,-8.083171844482422"
73,E,E,0.6017303113288819,0.3982696886711181,"E,A,C,D,B","-0.0012571377446874976,-6.938756942749023,-8.329381942749023,-10.313756942749023,-11.720006942749023"
74,B,B,0.6108448422214233,0.3891551577785767,"B,E,C,A,D","-0.0019149534637108445,-6.298789978027344,-10.173789978027344,-10.783164978027344,-11.189414978027344"
75,E,E,0.39325682164389286,0.6067431783561071,"C,E,B,D,A","-0.5900168418884277,-0.8087668418884277,-8.574392318725586,-9.511892318725586,-11.793142318725586"
76,E,E,0.4412121045432808,0.5587878954567191,"E,C,D,A,B","-0.3440994322299957,-1.2347244024276733,-8.609724044799805,-10.859724044799805,-11.109724044799805"
77,B,B,0.20756594956477764,0.7924340504352223,"C,E,B,A,D","-0.15437792241573334,-2.4356279373168945,-2.9512529373168945,-6.2481279373168945,-7.0293779373168945"
78,B,B,0.301172659707123,0.6988273402928771,"B,A,C,E,D","-0.3864063024520874,-1.7301563024520874,-2.433281421661377,-2.917656421661377,-6.589531421661377"
79,C,C,0.2572524586735081,0.7427475413264919,"E,C,D,A,B","-0.37621647119522095,-1.4855914115905762,-2.641841411590576,-4.157466411590576,-8.235591888427734"
80,B,B,0.24780239731475834,0.7521976026852417,"A,B,E,C,D","-0.11033229529857635,-2.3759572505950928,-4.688457489013672,-6.672832489013672,-6.844707489013672"
81,C,C,0.3996063095742288,0.6003936904257712,"C,E,A,B,D","-0.3033946454524994,-1.3502696752548218,-6.162769794464111,-8.225269317626953,-8.975269317626953"
82,A,A,0.5905640197831964,0.4094359802168036,"A,E,B,C,D","-0.009210895746946335,-4.69671106338501,-10.493585586547852,-11.243585586547852,-13.087335586547852"
83,A,A,0.2867408455134369,0.7132591544865631,"E,A,D,B,C","-0.7275135517120361,-0.7587635517120361,-3.461888551712036,-4.665013313293457,-4.852513313293457"
84,C,C,0.2954491677485757,0.7045508322514242,"C,E,B,A,D","-0.33360427618026733,-1.692979335784912,-3.317979335784912,-3.442979335784912,-3.458604335784912"
85,C,C,0.4670061108950638,0.5329938891049362,"C,D,E,A,B","-0.03323562443256378,-3.470735549926758,-7.361360549926758,-7.533235549926758,-8.486360549926758"
86,C,C,0.1952472998496121,0.8047527001503879,"E,C,D,B,A","-0.06569120287895203,-3.4094412326812744,-4.112565994262695,-4.393815994262695,-7.081315994262695"
87,D,D,0.7550365671731365,0.2449634328268635,"D,C,B,E,A","-0.00025204161647707224,-8.297126770019531,-14.453376770019531,-14.484626770019531,-18.76587677001953"
88,E,E,0.26842995226101884,0.7315700477389812,"E,B,C,A,D","-0.7740074396133423,-1.4615074396133423,-1.4771324396133423,-2.5552573204040527,-7.055257320404053"
89,C,C,0.8507530447391911,0.1492469552608089,"C,E,B,D,A","-1.981667537620524e-06,-13.609376907348633,-14.812501907348633,-16.734376907348633,-18.906251907348633"
90,D,D,0.4038965324665013,0.5961034675334986,"D,E,A,B,C","-0.4868009388446808,-0.9555509090423584,-8.127426147460938,-8.658676147460938,-9.861801147460938"
91,D,D,0.6577537688614082,0.34224623113859176,"D,A,C,B,E","-0.0007020648336037993,-7.360076904296875,-9.719451904296875,-12.735076904296875,-13.344451904296875"
92,C,C,0.3989168631825595,0.6010831368174405,"C,E,B,A,D","-0.048997215926647186,-3.548997163772583,-4.377122402191162,-5.158372402191162,-7.408372402191162"
93,A,A,0.5538798826532102,0.4461201173467898,"A,C,B,D,E","-0.07209209352731705,-2.665842056274414,-11.353342056274414,-14.072092056274414,-15.618967056274414"
94,D,D,0.7695153995361038,0.23048460046389618,"D,C,E,B,A","-1.8670179997570813e-05,-11.375019073486328,-12.484394073486328,-13.375019073486328,-15.453144073486328"
95,C,C,0.2896025280594078,0.7103974719405922,"E,C,B,D,A","-0.28315702080726624,-1.4862819910049438,-3.9394071102142334,-7.376906871795654,-8.205032348632812"
96,C,C,0.36605316950215566,0.6339468304978444,"C,A,B,D,E","-0.11417245864868164,-2.8641724586486816,-3.0829224586486816,-5.567297458648682,-6.723547458648682"
97,A,A,0.2678062716716969,0.7321937283283031,"A,B,E,D,C","-0.8449471592903137,-1.063697099685669,-1.626197099685669,-3.641822099685669,-6.094947338104248"
98,C,C,0.7687954859862026,0.23120451401379738,"C,B,D,E,A","-0.00011641718447208405,-9.078241348266602,-13.140741348266602,-15.312616348266602,-19.8126163482666"
99,B,B,0.3729385681317768,0.6270614318682233,"B,D,C,A,E","-0.6496721506118774,-0.7434221506118774,-6.555922031402588,-7.055922031402588,-11.446547508239746"
100,A,A,0.24133631735662128,0.7586636826433787,"C,A,E,B,D","-0.2367267906665802,-1.7992267608642578,-3.533601760864258,-4.424226760864258,-5.486726760864258"
